,id,address,area,bedrooms,bike_score,transit_score,walk_score,datetime,distance_to_nearest_intersection,has_image,has_map,name,price,side_of_street,url,longitude,latitude,includes_area,advertises_no_fee,is_repost,postal_code,neighborhood,borough
11,55588,87 2nd Ave,,2.0,95.0,100.0,100.0,2019-06-23 21:17:00+00:00,1.4519,True,True,"E. Village- Amazing 2br- Reno, W&D, DW, Balcony- NO FEE",4495,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-village-amazing-2br-reno/6918694757.html,40.726792,-73.988984,False,True,True,10003,Lower East Side,Manhattan
12,55591,21 E 1st St,,2.0,95.0,100.0,100.0,2019-06-23 21:15:00+00:00,0.3025,True,True,"E. Village- Fantastic 2br/ 2baths- Reno, W&D, DW, balcony- NO FEE",4695,R,https://newyork.craigslist.org/mnh/abo/d/new-york-city-village-fantastic-2br/6918710039.html,40.724275,-73.990820,False,True,True,10003,Lower East Side,Manhattan
13,55619,300 E 13th St,,3.0,93.0,100.0,100.0,2019-06-23 21:04:00+00:00,53.1818,True,True,"E. Village- Terrific 2br flex 3br/ 2baths- Reno, W&D, DW- NO FEE",5195,R,https://newyork.craigslist.org/mnh/abo/d/new-york-city-village-terrific-2br-flex/6918705868.html,40.731470,-73.985023,False,True,True,10003,Lower East Side,Manhattan
14,55620,217 1st Ave,,2.0,94.0,100.0,100.0,2019-06-23 21:03:00+00:00,14.0146,True,True,"E. Village- Terrific 2br- Reno, W&D, DW, sunny- NO FEE",3895,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-village-terrific-2br-reno/6918727580.html,40.730690,-73.983328,False,True,True,10003,Lower East Side,Manhattan
15,55635,399 E 9th St,,2.0,95.0,100.0,100.0,2019-06-23 20:58:00+00:00,0.0431,True,True,✮NO FEE✮ Newly Renovated w/Balcony & WD in unit!,3750,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-newly-renovated/6917218091.html,40.728194,-73.984875,False,True,False,10003,Lower East Side,Manhattan
16,55643,355 E 13th St,,3.0,94.0,100.0,100.0,2019-06-23 22:42:00+00:00,31.2767,True,True,"E. Village- Beautiful 3br- Reno, W&D, DW, sunny- NO FEE",5090,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-village-beautiful-3br/6918760189.html,40.730755,-73.983393,False,True,True,10003,Lower East Side,Manhattan
17,55661,301 E 18th St,,3.0,92.0,100.0,99.0,2019-06-23 22:30:00+00:00,31.2837,True,True,"Gramercy- Great 3br/2 baths- Reno, W&D, DW, balcony- NO FEE",5995,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-gramercy-great-3br-2/6918779662.html,40.734934,-73.983543,False,True,True,10003,Lower East Side,Manhattan
18,55769,331 E 12th St,600.0,1.0,93.0,,100.0,2019-06-23 23:31:00+00:00,116.4247,True,True,BRAND NEW--STEPS TO UN. SQUARE**PRIVATE PATIO--E12th/2nd AVE--JULY 1st,2650,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-steps-to-un/6915717370.html,40.730413,-73.984723,True,False,True,10003,Lower East Side,Manhattan
19,55772,72 E 3rd St,,,95.0,,99.0,2019-06-23 23:31:00+00:00,130.9637,True,True,CHARMING LARGE STDIO STEPS TO UNION SQUARE --E3rd/2nd Ave--JULY 1st,2400,R,https://newyork.craigslist.org/mnh/abo/d/new-york-city-charming-large-stdio/6915672077.html,40.724917,-73.988757,False,False,True,10003,Lower East Side,Manhattan
20,55773,322 E 12th St,,2.0,93.0,,100.0,2019-06-23 23:31:00+00:00,124.4724,True,True,FLEX 2 BEDROOMS STEPS TO UNION SQUARE--E12th/2nd AVE--AVAILABLE JULY 1,2850,R,https://newyork.craigslist.org/mnh/abo/d/new-york-city-flex-2-bedrooms-steps-to/6915719170.html,40.730543,-73.984895,False,False,True,10003,Lower East Side,Manhattan
